Name	Chromosome	Region	Expression value	Gene length	RPKM	Unique gene reads	Total gene reads
Francci3_0034	NC_007777 with rRNA	complement(39979..42114)	165.4812795	2136	165.4812795	2357	2357
Francci3_0035	NC_007777 with rRNA	complement(42111..43613)	403.998109	1503	403.998109	4049	4049
Francci3_0036	NC_007777 with rRNA	complement(43653..45035)	263.9301046	1383	263.9301046	2434	2434
Francci3_0037	NC_007777 with rRNA	complement(45032..45817)	339.2342917	786	339.2342917	1778	1778
Francci3_0038	NC_007777 with rRNA	complement(45887..46303)	299.5708023	417	299.5708023	833	833
Francci3_0039	NC_007777 with rRNA	complement(46300..48741)	184.8465597	2442	184.8465597	3010	3010
Francci3_0040	NC_007777 with rRNA	49299..50174	81.65914135	876	81.65914135	477	477
Francci3_0041	NC_007777 with rRNA	50181..51176	98.92283798	996	98.92283798	657	657
Francci3_0042	NC_007777 with rRNA	51205..51471	56.72841488	267	56.72841488	101	101
Francci3_0043	NC_007777 with rRNA	complement(51706..53304)	52.14550335	1599	52.14550335	556	556
Francci3_0044	NC_007777 with rRNA	complement(53428..56019)	61.84908003	2592	61.84908003	1069	1069
pgi	NC_007777 with rRNA	56163..57833	148.9780119	1671	148.9780119	1660	1660
Francci3_0046	NC_007777 with rRNA	57927..58268	32.88710868	342	32.88710868	75	75
Francci3_0047	NC_007777 with rRNA	58859..59182	36.10273708	324	36.10273708	78	78
Francci3_0048	NC_007777 with rRNA	complement(59204..62632)	62.62764325	3429	62.62764325	1432	1432
Francci3_0049	NC_007777 with rRNA	complement(62629..62964)	91.05030945	336	91.05030945	204	204
Francci3_0050	NC_007777 with rRNA	63095..63721	116.7193384	627	116.7193384	488	488
Francci3_0051	NC_007777 with rRNA	63817..64413	62.29710797	597	62.29710797	248	248
Francci3_0052	NC_007777 with rRNA	complement(64448..67876)	9.577830916	3429	9.577830916	219	219
Francci3_0053	NC_007777 with rRNA	68071..69915	237.9935779	1845	237.9935779	2928	2928
Francci3_0054	NC_007777 with rRNA	69967..70365	420.2032857	399	420.2032857	1118	1118
Francci3_0055	NC_007777 with rRNA	complement(70487..70723)	649.8492675	237	649.8492675	1027	1027
Francci3_0056	NC_007777 with rRNA	complement(70854..72428)	77.31540003	1575	77.31540003	812	812
Francci3_0057	NC_007777 with rRNA	complement(72481..73542)	135.1381462	1062	135.1381462	957	957
Francci3_0058	NC_007777 with rRNA	complement(73539..74738)	46.86412987	1200	46.86412987	375	375
Francci3_0059	NC_007777 with rRNA	74865..75776	148.9786023	912	148.9786023	906	906
Francci3_0060	NC_007777 with rRNA	75885..77102	54.05150216	1218	54.05150216	439	439
Francci3_0061	NC_007777 with rRNA	complement(77199..77627)	87.39231676	429	87.39231676	250	250
Francci3_0062	NC_007777 with rRNA	78169..78789	30.66921478	621	30.66921478	127	127
Francci3_0063	NC_007777 with rRNA	complement(78731..80380)	43.80802055	1650	43.80802055	482	482
Francci3_0064	NC_007777 with rRNA	complement(80424..81671)	109.9504585	1248	109.9504585	915	915
Francci3_0065	NC_007777 with rRNA	82288..82662	107.9749552	375	107.9749552	270	270
Francci3_0066	NC_007777 with rRNA	complement(82641..82997)	109.6384349	357	109.6384349	261	261
Francci3_0067	NC_007777 with rRNA	complement(83126..84502)	19.71220335	1377	19.71220335	181	181
Francci3_0068	NC_007777 with rRNA	complement(85040..86473)	47.89684012	1434	47.89684012	458	458
Francci3_0069	NC_007777 with rRNA	complement(86820..88559)	69.20808512	1740	69.20808512	803	803
Francci3_0070	NC_007777 with rRNA	complement(88699..89094)	138.6042144	396	138.6042144	366	366
Francci3_0071	NC_007777 with rRNA	89381..90892	132.0130304	1512	132.0130304	1331	1331
Francci3_0072	NC_007777 with rRNA	complement(90921..92099)	64.36166164	1179	64.36166164	506	506
Francci3_0073	NC_007777 with rRNA	complement(92127..92720)	71.70054078	594	71.70054078	284	284
Francci3_0074	NC_007777 with rRNA	complement(92722..93798)	9.190068921	1077	9.190068921	66	66
Francci3_0075	NC_007777 with rRNA	94020..94670	63.1190001	651	63.1190001	274	274
Francci3_0076	NC_007777 with rRNA	complement(94744..95439)	98.6840068	696	98.6840068	458	458
Francci3_0077	NC_007777 with rRNA	complement(95499..96299)	101.1001453	801	101.1001453	540	540
Francci3_0078	NC_007777 with rRNA	96417..97085	17.70889691	669	17.70889691	79	79
Francci3_0079	NC_007777 with rRNA	complement(97224..98060)	39.95489017	837	39.95489017	223	223
Francci3_0080	NC_007777 with rRNA	complement(98144..98539)	11.36100118	396	11.36100118	30	30
Francci3_0081	NC_007777 with rRNA	98966..100075	303.5782337	1110	303.5782337	2247	2247
Francci3_0082	NC_007777 with rRNA	100068..101192	441.2309898	1125	441.2309898	3310	3310
Francci3_0083	NC_007777 with rRNA	complement(101296..102663)	1345.959734	1368	1345.959734	12278	12278
Francci3_0084	NC_007777 with rRNA	complement(102901..103620)	16.24623169	720	16.24623169	78	78
Francci3_0085	NC_007777 with rRNA	complement(103611..105374)	14.87750154	1764	14.87750154	175	175
Francci3_0086	NC_007777 with rRNA	105749..106180	56.58409754	432	56.58409754	163	163
Francci3_0087	NC_007777 with rRNA	complement(106217..107347)	37.5244527	1131	37.5244527	283	283
Francci3_0088	NC_007777 with rRNA	107420..108103	10.08537999	684	10.08537999	46	46
Francci3_0089	NC_007777 with rRNA	complement(108070..108585)	15.40340392	516	15.40340392	53	53
Francci3_0090	NC_007777 with rRNA	109230..110144	23.27329028	915	23.27329028	142	142
Francci3_0091	NC_007777 with rRNA	110202..110540	207.4740003	339	207.4740003	469	469
Francci3_0092	NC_007777 with rRNA	complement(110569..114177)	46.95502732	3609	46.95502732	1130	1130
Francci3_0093	NC_007777 with rRNA	114314..115126	23.42630059	813	23.42630059	127	127
Francci3_0094	NC_007777 with rRNA	115384..117018	151.2493214	1635	151.2493214	1649	1649
Francci3_0095	NC_007777 with rRNA	117015..118124	246.9697424	1110	246.9697424	1828	1828
Francci3_0096	NC_007777 with rRNA	complement(118388..118594)	2468.268065	207	2468.268065	3407	3407
Francci3_0097	NC_007777 with rRNA	complement(118976..120046)	56.56951175	1071	56.56951175	404	404
Francci3_0098	NC_007777 with rRNA	120308..121138	68.57615152	831	68.57615152	380	380
Francci3_0099	NC_007777 with rRNA	121291..121497	679.5525227	207	679.5525227	938	938
Francci3_0100	NC_007777 with rRNA	122042..122794	101.3709093	753	101.3709093	509	509
Francci3_0101	NC_007777 with rRNA	complement(123143..124507)	128.3218841	1365	128.3218841	1168	1168
Francci3_0102	NC_007777 with rRNA	124773..125201	59.77634467	429	59.77634467	171	171
Francci3_0103	NC_007777 with rRNA	125242..125610	101.1960398	369	101.1960398	249	249
Francci3_0104	NC_007777 with rRNA	complement(125720..126445)	13.01351044	726	13.01351044	63	63
Francci3_0105	NC_007777 with rRNA	126483..127232	27.59359966	750	27.59359966	138	138
Francci3_0106	NC_007777 with rRNA	127446..128207	18.69645076	762	18.69645076	95	95
Francci3_0107	NC_007777 with rRNA	complement(128268..129806)	26.21224366	1539	26.21224366	269	269
Francci3_0108	NC_007777 with rRNA	complement(130057..131040)	65.22877263	984	65.22877263	428	428
Francci3_0109	NC_007777 with rRNA	complement(131792..132205)	1.811174101	414	1.811174101	5	5
Francci3_0110	NC_007777 with rRNA	132382..134361	16.43558171	1980	16.43558171	217	217
Francci3_0111	NC_007777 with rRNA	complement(134396..135169)	10.07518244	774	10.07518244	52	52
metH	NC_007777 with rRNA	complement(135222..139001)	52.9639055	3780	52.9639055	1335	1335
Francci3_0113	NC_007777 with rRNA	complement(139211..139435)	105.3089069	225	105.3089069	158	158
Francci3_0114	NC_007777 with rRNA	complement(140305..141600)	18.86136585	1296	18.86136585	163	163
Francci3_0115	NC_007777 with rRNA	141625..142620	3.312484681	996	3.312484681	22	22
Francci3_0116	NC_007777 with rRNA	142982..143365	14.05923896	384	14.05923896	36	36
Francci3_0117	NC_007777 with rRNA	complement(143542..144165)	77.86655424	624	77.86655424	31	324
Francci3_0118	NC_007777 with rRNA	complement(144129..144650)	42.80616306	522	42.80616306	3	149
Francci3_0119	NC_007777 with rRNA	144898..148125	154.8432663	3228	154.8432663	3333	3333
Francci3_0120	NC_007777 with rRNA	148289..149023	63.45466944	735	63.45466944	24	311
Francci3_0121	NC_007777 with rRNA	149099..150523	2.420491199	1425	2.420491199	1	23
Francci3_0122	NC_007777 with rRNA	complement(151406..152596)	3.021969079	1191	3.021969079	0	24
Francci3_0123	NC_007777 with rRNA	complement(153065..154531)	52.6462754	1467	52.6462754	515	515
Francci3_0124	NC_007777 with rRNA	complement(154538..155449)	110.3362496	912	110.3362496	671	671
Francci3_0125	NC_007777 with rRNA	complement(155446..155955)	192.8964341	510	192.8964341	656	656
Francci3_0126	NC_007777 with rRNA	complement(155958..156923)	290.460578	966	290.460578	1871	1871
Francci3_0127	NC_007777 with rRNA	157063..157398	33.47437848	336	33.47437848	75	75
Francci3_0128	NC_007777 with rRNA	157382..157909	70.43820731	528	70.43820731	248	248
Francci3_0129	NC_007777 with rRNA	complement(158019..158840)	9.304411185	822	9.304411185	51	51
Francci3_0130	NC_007777 with rRNA	complement(160042..161406)	24.06035327	1365	24.06035327	219	219
Francci3_0131	NC_007777 with rRNA	complement(161702..162172)	53.17238004	471	53.17238004	167	167
Francci3_0132	NC_007777 with rRNA	complement(162176..162718)	20.1610695	543	20.1610695	73	73
Francci3_0133	NC_007777 with rRNA	162818..163372	6.75518989	555	6.75518989	25	25
Francci3_0134	NC_007777 with rRNA	163323..163628	4.410741634	306	4.410741634	9	9
Francci3_0135	NC_007777 with rRNA	complement(164190..164720)	0.564840737	531	0.564840737	2	2
Francci3_0136	NC_007777 with rRNA	165430..165717	0.520712554	288	0.520712554	1	1
Francci3_0137	NC_007777 with rRNA	165717..165908	0	192	0	0	0
Francci3_0138	NC_007777 with rRNA	166020..167696	9.210743711	1677	9.210743711	103	103
Francci3_0139	NC_007777 with rRNA	complement(167882..168481)	201.7032149	600	201.7032149	807	807
Francci3_0140	NC_007777 with rRNA	complement(168614..169255)	16.81852885	642	16.81852885	72	72
Francci3_0141	NC_007777 with rRNA	complement(169565..170038)	17.40102712	474	17.40102712	55	55
Francci3_0142	NC_007777 with rRNA	complement(170022..170291)	36.65816381	270	36.65816381	66	66
Francci3_0143	NC_007777 with rRNA	complement(170920..171693)	17.24406226	774	17.24406226	5	89
Francci3_0144	NC_007777 with rRNA	171894..173606	20.13543466	1713	20.13543466	229	230
Francci3_0145	NC_007777 with rRNA	174006..174713	40.03308721	708	40.03308721	189	189
Francci3_0146	NC_007777 with rRNA	complement(174885..175619)	45.09158182	735	45.09158182	221	221
Francci3_0147	NC_007777 with rRNA	complement(175762..176376)	11.94844807	615	11.94844807	49	49
Francci3_0148	NC_007777 with rRNA	complement(176373..176858)	7.71426006	486	7.71426006	25	25
Francci3_0149	NC_007777 with rRNA	177055..177582	1.420125147	528	1.420125147	5	5
Francci3_0150	NC_007777 with rRNA	177775..179004	2.560381729	1230	2.560381729	21	21
Francci3_0151	NC_007777 with rRNA	179235..179987	16.13171642	753	16.13171642	73	81
Francci3_0152	NC_007777 with rRNA	180630..180932	39.59477639	303	39.59477639	80	80
Francci3_0153	NC_007777 with rRNA	180922..181269	48.69560161	348	48.69560161	113	113
Francci3_0155	NC_007777 with rRNA	182215..183180	6.364983269	966	6.364983269	41	41
Francci3_0156	NC_007777 with rRNA	complement(183259..184350)	3.707931154	1092	3.707931154	27	27
Francci3_0158	NC_007777 with rRNA	complement(185247..188675)	31.22635285	3429	31.22635285	714	714
Francci3_0159	NC_007777 with rRNA	complement(188891..189832)	12.89509815	942	12.89509815	81	81
Francci3_0160	NC_007777 with rRNA	complement(189838..190254)	7.192576286	417	7.192576286	20	20
Francci3_0161	NC_007777 with rRNA	complement(190521..191390)	34.4747622	870	34.4747622	200	200
Francci3_0162	NC_007777 with rRNA	complement(191494..191853)	29.15990303	360	29.15990303	70	70
Francci3_0163	NC_007777 with rRNA	complement(192225..193595)	86.63198449	1371	86.63198449	792	792
Francci3_0164	NC_007777 with rRNA	193779..194693	118.0054155	915	118.0054155	720	720
Francci3_0165	NC_007777 with rRNA	complement(194831..195514)	40.56076737	684	40.56076737	185	185
Francci3_0166	NC_007777 with rRNA	196154..197257	14.67051022	1104	14.67051022	108	108
Francci3_0167	NC_007777 with rRNA	complement(197358..198236)	2.559133371	879	2.559133371	15	15
Francci3_0168	NC_007777 with rRNA	198470..199165	1.939205374	696	1.939205374	9	9
Francci3_0169	NC_007777 with rRNA	complement(199276..200727)	4.027991327	1452	4.027991327	39	39
Francci3_0170	NC_007777 with rRNA	complement(200990..201946)	10.96924252	957	10.96924252	70	70
Francci3_0171	NC_007777 with rRNA	complement(201952..203220)	13.94475606	1269	13.94475606	118	118
Francci3_0172	NC_007777 with rRNA	203554..203949	18.55630193	396	18.55630193	49	49
Francci3_0173	NC_007777 with rRNA	complement(204004..204486)	44.39963939	483	44.39963939	143	143
Francci3_0174	NC_007777 with rRNA	complement(204685..205857)	29.02140148	1173	29.02140148	227	227
Francci3_0175	NC_007777 with rRNA	complement(206008..207507)	51.18812691	1500	51.18812691	512	512
Francci3_0176	NC_007777 with rRNA	208053..208643	194.3711593	591	194.3711593	766	766
Francci3_0177	NC_007777 with rRNA	208675..208983	181.9966208	309	181.9966208	375	375
Francci3_0178	NC_007777 with rRNA	complement(209118..210755)	83.77177793	1638	83.77177793	915	915
Francci3_0179	NC_007777 with rRNA	complement(211430..212041)	37.9813863	612	37.9813863	155	155
Francci3_0180	NC_007777 with rRNA	complement(212133..212333)	22.382868	201	22.382868	30	30
Francci3_0181	NC_007777 with rRNA	212677..214077	78.24737515	1401	78.24737515	731	731
Francci3_0182	NC_007777 with rRNA	214335..215183	210.5518692	849	210.5518692	1191	1192
Francci3_0183	NC_007777 with rRNA	complement(215087..215782)	42.44705096	696	42.44705096	197	197
Francci3_0184	NC_007777 with rRNA	complement(215799..216353)	28.37179754	555	28.37179754	105	105
Francci3_0186	NC_007777 with rRNA	217848..219344	0.601062988	1497	0.601062988	6	6
Francci3_0187	NC_007777 with rRNA	219341..220285	3.649947046	945	3.649947046	23	23
Francci3_0188	NC_007777 with rRNA	220282..221313	116.10679	1032	116.10679	799	799
Francci3_0189	NC_007777 with rRNA	221592..222524	21.21694368	933	21.21694368	132	132
Francci3_0190	NC_007777 with rRNA	222852..223949	520.9174246	1098	520.9174246	3814	3814
Francci3_0191	NC_007777 with rRNA	complement(224184..224423)	101.2265205	240	101.2265205	162	162
Francci3_0192	NC_007777 with rRNA	225565..227316	76.00976679	1752	76.00976679	888	888
Francci3_0193	NC_007777 with rRNA	227306..228556	56.82135266	1251	56.82135266	474	474
Francci3_0194	NC_007777 with rRNA	228556..231681	45.86268269	3126	45.86268269	956	956
Francci3_0196	NC_007777 with rRNA	complement(232703..234961)	14.80400313	2259	14.80400313	223	223
Francci3_0197	NC_007777 with rRNA	complement(234954..236012)	5.66440852	1059	5.66440852	40	40
Francci3_0198	NC_007777 with rRNA	complement(236038..237273)	11.64778373	1236	11.64778373	96	96
Francci3_0199	NC_007777 with rRNA	complement(237273..238148)	11.81232862	876	11.81232862	69	69
Francci3_0200	NC_007777 with rRNA	complement(238141..239610)	22.85184237	1470	22.85184237	224	224
Francci3_0201	NC_007777 with rRNA	239756..240475	8.123115843	720	8.123115843	39	39
Francci3_0202	NC_007777 with rRNA	complement(240562..240834)	104.3713955	273	104.3713955	190	190
Francci3_0203	NC_007777 with rRNA	240985..241698	20.37342564	714	20.37342564	97	97
Francci3_0204	NC_007777 with rRNA	complement(242000..242437)	39.37442875	438	39.37442875	115	115
Francci3_0205	NC_007777 with rRNA	complement(242849..244087)	41.63683144	1239	41.63683144	344	344
Francci3_0207	NC_007777 with rRNA	complement(245245..246375)	15.11585727	1131	15.11585727	114	114
Francci3_0208	NC_007777 with rRNA	complement(246568..247401)	38.12065432	834	38.12065432	212	212
Francci3_0209	NC_007777 with rRNA	247515..248108	81.5467418	594	81.5467418	323	323
Francci3_0210	NC_007777 with rRNA	complement(248256..248930)	30.2152138	675	30.2152138	136	136
Francci3_0211	NC_007777 with rRNA	249173..250768	25.46401843	1596	25.46401843	271	271
Francci3_0212	NC_007777 with rRNA	250881..251129	7.829509247	249	7.829509247	13	13
Francci3_0213	NC_007777 with rRNA	251167..251547	17.71242704	381	17.71242704	45	45
Francci3_0214	NC_007777 with rRNA	251544..251849	21.07354336	306	21.07354336	43	43
Francci3_0215	NC_007777 with rRNA	251852..252877	8.185235937	1026	8.185235937	56	56
Francci3_0216	NC_007777 with rRNA	252938..253426	20.54738127	489	20.54738127	67	67
Francci3_0217	NC_007777 with rRNA	complement(253701..256295)	91.53946106	2595	91.53946106	1584	1584
Francci3_0218	NC_007777 with rRNA	256823..257818	43.21286834	996	43.21286834	287	287
Francci3_0219	NC_007777 with rRNA	complement(257962..258408)	153.9911274	447	153.9911274	459	459
Francci3_0220	NC_007777 with rRNA	complement(258715..259407)	132.2204137	693	132.2204137	611	611
Francci3_0221	NC_007777 with rRNA	complement(259383..259991)	166.9563484	609	166.9563484	678	678
Francci3_0222	NC_007777 with rRNA	complement(260173..261099)	97.22663922	927	97.22663922	601	601
Francci3_0223	NC_007777 with rRNA	262847..263977	86.31950074	1131	86.31950074	651	651
Francci3_0224	NC_007777 with rRNA	263974..264957	96.92873689	984	96.92873689	636	636
Francci3_0225	NC_007777 with rRNA	264960..266267	94.81745663	1308	94.81745663	827	827
Francci3_0226	NC_007777 with rRNA	266320..267414	123.8068994	1095	123.8068994	904	904
Francci3_0227	NC_007777 with rRNA	complement(267687..267965)	703.6002408	279	703.6002408	1309	1309
Francci3_0228	NC_007777 with rRNA	complement(268837..269079)	162.3080317	243	162.3080317	263	263
Francci3_0229	NC_007777 with rRNA	complement(269076..269981)	38.7327378	906	38.7327378	234	234
Francci3_0230	NC_007777 with rRNA	270516..270794	4.837587599	279	4.837587599	9	9
Francci3_0231	NC_007777 with rRNA	270934..272280	102.6487964	1347	102.6487964	922	922
Francci3_0232	NC_007777 with rRNA	272340..272858	84.95139379	519	84.95139379	294	294
Francci3_0233	NC_007777 with rRNA	272851..273732	47.77803353	882	47.77803353	281	281
Francci3_0234	NC_007777 with rRNA	273729..274457	50.8112596	729	50.8112596	247	247
Francci3_0235	NC_007777 with rRNA	274454..275956	15.76480643	1503	15.76480643	158	158
Francci3_0236	NC_007777 with rRNA	276160..277170	22.39836553	1011	22.39836553	151	151
Francci3_0237	NC_007777 with rRNA	complement(277305..278336)	76.29044397	1032	76.29044397	525	525
Francci3_0238	NC_007777 with rRNA	complement(278338..278742)	96.27396555	405	96.27396555	260	260
Francci3_0239	NC_007777 with rRNA	278917..279081	21.81312226	165	21.81312226	24	24
Francci3_0240	NC_007777 with rRNA	complement(279183..280028)	65.05583229	846	65.05583229	367	367
Francci3_0241	NC_007777 with rRNA	280096..280632	22.89971634	537	22.89971634	82	82
Francci3_0243	NC_007777 with rRNA	281268..283220	446.3634399	1953	446.3634399	5813	5813
Francci3_0244	NC_007777 with rRNA	complement(283431..284636)	27.72988646	1206	27.72988646	223	223
Francci3_0245	NC_007777 with rRNA	complement(284585..284992)	134.8951817	408	134.8951817	367	367
Francci3_0246	NC_007777 with rRNA	285155..285424	164.9617371	270	164.9617371	297	297
Francci3_0247	NC_007777 with rRNA	285556..286281	66.92662513	726	66.92662513	324	324
Francci3_0248	NC_007777 with rRNA	complement(286491..287126)	10.13915766	636	10.13915766	43	43
Francci3_0249	NC_007777 with rRNA	complement(287447..288355)	3.959477639	909	3.959477639	24	24
Francci3_0250	NC_007777 with rRNA	complement(288328..289170)	6.226313814	843	6.226313814	35	35
Francci3_0251	NC_007777 with rRNA	complement(289213..290253)	129.7969829	1041	129.7969829	901	901
Francci3_0252	NC_007777 with rRNA	complement(290443..291369)	20.38362153	927	20.38362153	126	126
Francci3_0253	NC_007777 with rRNA	complement(291680..293080)	1.605623293	1401	1.605623293	15	15
Francci3_0254	NC_007777 with rRNA	complement(293551..294774)	62.60802709	1224	62.60802709	511	511
Francci3_0255	NC_007777 with rRNA	complement(294788..295345)	142.1713244	558	142.1713244	529	529
Francci3_0256	NC_007777 with rRNA	295942..297609	183.6804169	1668	183.6804169	2043	2043
Francci3_0257	NC_007777 with rRNA	297609..298601	93.63387075	993	93.63387075	620	620
Francci3_0258	NC_007777 with rRNA	298708..299526	51.08705146	819	51.08705146	279	279
Francci3_0259	NC_007777 with rRNA	299713..301281	148.4359336	1569	148.4359336	1553	1553
Francci3_0260	NC_007777 with rRNA	301688..301891	6156.660198	204	6156.660198	8375	8375
Francci3_0261	NC_007777 with rRNA	complement(302101..303180)	384.91072	1080	384.91072	2772	2772
Francci3_0262	NC_007777 with rRNA	complement(303308..304576)	251.9510162	1269	251.9510162	2132	2132
Francci3_0263	NC_007777 with rRNA	304876..305460	651.3873722	585	651.3873722	2541	2541
Francci3_0264	NC_007777 with rRNA	305474..306472	154.6187908	999	154.6187908	1030	1030
Francci3_0265	NC_007777 with rRNA	complement(306618..307070)	86.07275066	453	86.07275066	260	260
Francci3_0266	NC_007777 with rRNA	307181..307453	4.943908206	273	4.943908206	9	9
Francci3_0267	NC_007777 with rRNA	307671..308285	69.98376727	615	69.98376727	287	287
recR	NC_007777 with rRNA	complement(308393..308992)	194.2049542	600	194.2049542	777	777
Francci3_0269	NC_007777 with rRNA	complement(309008..309484)	159.3969901	477	159.3969901	507	507
Francci3_0270	NC_007777 with rRNA	complement(309543..311981)	62.5931076	2439	62.5931076	1018	1018
Francci3_0272	NC_007777 with rRNA	complement(313871..314527)	3.195605811	657	3.195605811	14	14
Francci3_0273	NC_007777 with rRNA	314734..315207	5.694881604	474	5.694881604	18	18
Francci3_0274	NC_007777 with rRNA	315627..316211	0.769052388	585	0.769052388	3	3
Francci3_0275	NC_007777 with rRNA	316297..317343	15.46919129	1047	15.46919129	108	108
Francci3_0276	NC_007777 with rRNA	complement(317381..320365)	15.02164136	2985	15.02164136	299	299
Francci3_0277	NC_007777 with rRNA	complement(320800..322440)	5.57457535	1641	5.57457535	0	61
Francci3_0278	NC_007777 with rRNA	322805..323263	72.85891737	459	72.85891737	223	223
Francci3_0279	NC_007777 with rRNA	323798..325183	161.0016167	1386	161.0016167	1488	1488
Francci3_0280	NC_007777 with rRNA	complement(325516..326046)	31.34866088	531	31.34866088	111	111
Francci3_0281	NC_007777 with rRNA	complement(326089..326580)	154.5373258	492	154.5373258	507	507
Francci3_0282	NC_007777 with rRNA	327001..328251	140.6148664	1251	140.6148664	1173	1173
Francci3_0283	NC_007777 with rRNA	328333..329076	92.92199513	744	92.92199513	461	461
Francci3_0284	NC_007777 with rRNA	329213..329860	46.28556036	648	46.28556036	200	200
Francci3_0285	NC_007777 with rRNA	complement(330380..331486)	239.9172509	1107	239.9172509	1771	1771
Francci3_0286	NC_007777 with rRNA	complement(332010..332396)	86.02655777	387	86.02655777	222	222
Francci3_0287	NC_007777 with rRNA	complement(332611..333921)	52.27620405	1311	52.27620405	457	457
Francci3_0288	NC_007777 with rRNA	334095..334808	111.9488234	714	111.9488234	533	533
Francci3_0289	NC_007777 with rRNA	334995..335774	87.09518289	780	87.09518289	453	453
Francci3_0290	NC_007777 with rRNA	336011..337183	37.459342	1173	37.459342	293	293
Francci3_0291	NC_007777 with rRNA	337183..338814	36.66428984	1632	36.66428984	399	399
Francci3_0292	NC_007777 with rRNA	338842..339504	76.90523875	663	76.90523875	340	340
Francci3_0293	NC_007777 with rRNA	complement(339572..340903)	158.4092029	1332	158.4092029	1407	1407
Francci3_0294	NC_007777 with rRNA	341387..341953	155.2549939	567	155.2549939	587	587
Francci3_0295	NC_007777 with rRNA	complement(342024..343178)	84.7855288	1155	84.7855288	653	653
Francci3_0296	NC_007777 with rRNA	complement(343548..344795)	21.14894066	1248	21.14894066	52	176
Francci3_0297	NC_007777 with rRNA	complement(345106..346530)	2.525729946	1425	2.525729946	1	24
Francci3_0298	NC_007777 with rRNA	346650..347126	12.26130693	477	12.26130693	39	39
Francci3_0299	NC_007777 with rRNA	complement(347324..348337)	0.29578938	1014	0.29578938	2	2
Francci3_0300	NC_007777 with rRNA	complement(348360..349589)	2.31653585	1230	2.31653585	0	19
Francci3_0301	NC_007777 with rRNA	complement(349944..350447)	7.141200741	504	7.141200741	24	24
Francci3_0302	NC_007777 with rRNA	complement(350444..350689)	7.924991067	246	7.924991067	13	13
Francci3_0303	NC_007777 with rRNA	complement(350786..351430)	11.3927063	645	11.3927063	49	49
Francci3_0304	NC_007777 with rRNA	complement(351427..351810)	9.763360389	384	9.763360389	25	25
Francci3_0305	NC_007777 with rRNA	complement(351807..352739)	76.34885037	933	76.34885037	475	475
Francci3_0306	NC_007777 with rRNA	352958..353596	45.29465822	639	45.29465822	193	193
