Name	Chromosome	Region	Expression value	Gene length	RPKM	Unique gene reads	Total gene reads
Francci3_0028	NC_007777 with rRNA	complement(34525..34953)	160.5105733	429	160.5105733	502	502
Francci3_0029	NC_007777 with rRNA	complement(35311..35586)	7.951848946	276	7.951848946	16	16
Francci3_0030	NC_007777 with rRNA	complement(35871..37199)	24.25493429	1329	24.25493429	235	235
Francci3_0031	NC_007777 with rRNA	37685..38491	156.5464835	807	156.5464835	921	921
Francci3_0032	NC_007777 with rRNA	complement(38911..39249)	127.8629162	339	127.8629162	316	316
Francci3_0033	NC_007777 with rRNA	39396..39938	178.598088	543	178.598088	707	707
Francci3_0034	NC_007777 with rRNA	complement(39979..42114)	193.3600404	2136	193.3600404	3011	3011
Francci3_0035	NC_007777 with rRNA	complement(42111..43613)	418.9005455	1503	418.9005455	4590	4590
Francci3_0036	NC_007777 with rRNA	complement(43653..45035)	314.7060652	1383	314.7060652	3173	3173
Francci3_0037	NC_007777 with rRNA	complement(45032..45817)	472.2396705	786	472.2396705	2706	2706
Francci3_0038	NC_007777 with rRNA	complement(45887..46303)	361.5087874	417	361.5087874	1099	1099
Francci3_0039	NC_007777 with rRNA	complement(46300..48741)	185.8134138	2442	185.8134138	3308	3308
Francci3_0040	NC_007777 with rRNA	49299..50174	82.67744316	876	82.67744316	528	528
Francci3_0041	NC_007777 with rRNA	50181..51176	129.8702197	996	129.8702197	943	943
Francci3_0042	NC_007777 with rRNA	51205..51471	66.78659649	267	66.78659649	130	130
Francci3_0043	NC_007777 with rRNA	complement(51706..53304)	59.19129586	1599	59.19129586	690	690
Francci3_0044	NC_007777 with rRNA	complement(53428..56019)	72.60663928	2592	72.60663928	1372	1372
pgi	NC_007777 with rRNA	56163..57833	166.5569725	1671	166.5569725	2029	2029
Francci3_0046	NC_007777 with rRNA	57927..58268	38.90476974	342	38.90476974	97	97
Francci3_0047	NC_007777 with rRNA	58859..59182	36.83252255	324	36.83252255	87	87
Francci3_0048	NC_007777 with rRNA	complement(59204..62632)	77.36529852	3429	77.36529852	1934	1934
Francci3_0049	NC_007777 with rRNA	complement(62629..62964)	151.0496307	336	151.0496307	370	370
Francci3_0050	NC_007777 with rRNA	63095..63721	162.7655971	627	162.7655971	744	744
Francci3_0051	NC_007777 with rRNA	63817..64413	70.07816628	597	70.07816628	305	305
Francci3_0052	NC_007777 with rRNA	complement(64448..67876)	11.68079998	3429	11.68079998	292	292
Francci3_0053	NC_007777 with rRNA	68071..69915	245.4179787	1845	245.4179787	3301	3301
Francci3_0054	NC_007777 with rRNA	69967..70365	471.670198	399	471.670198	1372	1372
Francci3_0055	NC_007777 with rRNA	complement(70487..70723)	803.3380562	237	803.3380562	1388	1388
Francci3_0056	NC_007777 with rRNA	complement(70854..72428)	95.62666347	1575	95.62666347	1098	1098
Francci3_0057	NC_007777 with rRNA	complement(72481..73542)	174.2387128	1062	174.2387128	1349	1349
Francci3_0058	NC_007777 with rRNA	complement(73539..74738)	55.21068122	1200	55.21068122	483	483
Francci3_0059	NC_007777 with rRNA	74865..75776	180.3356401	912	180.3356401	1199	1199
Francci3_0060	NC_007777 with rRNA	75885..77102	62.05282124	1218	62.05282124	551	551
Francci3_0061	NC_007777 with rRNA	complement(77199..77627)	105.1951765	429	105.1951765	329	329
Francci3_0062	NC_007777 with rRNA	78169..78789	51.90790284	621	51.90790284	235	235
Francci3_0063	NC_007777 with rRNA	complement(78731..80380)	62.18345876	1650	62.18345876	748	748
Francci3_0064	NC_007777 with rRNA	complement(80424..81671)	143.544254	1248	143.544254	1306	1306
Francci3_0065	NC_007777 with rRNA	82288..82662	126.5616278	375	126.5616278	346	346
Francci3_0066	NC_007777 with rRNA	complement(82641..82997)	119.8791345	357	119.8791345	312	312
Francci3_0067	NC_007777 with rRNA	complement(83126..84502)	25.60096902	1377	25.60096902	257	257
Francci3_0068	NC_007777 with rRNA	complement(85040..86473)	48.49712896	1434	48.49712896	507	507
Francci3_0069	NC_007777 with rRNA	complement(86820..88559)	88.05644452	1740	88.05644452	1117	1117
Francci3_0070	NC_007777 with rRNA	complement(88699..89094)	151.7176634	396	151.7176634	438	438
Francci3_0071	NC_007777 with rRNA	89381..90892	160.1216805	1512	160.1216805	1765	1765
Francci3_0072	NC_007777 with rRNA	complement(90921..92099)	92.84238903	1179	92.84238903	798	798
Francci3_0073	NC_007777 with rRNA	complement(92127..92720)	94.44828667	594	94.44828667	409	409
Francci3_0074	NC_007777 with rRNA	complement(92722..93798)	13.11833576	1077	13.11833576	103	103
Francci3_0075	NC_007777 with rRNA	94020..94670	78.38251104	651	78.38251104	372	372
Francci3_0076	NC_007777 with rRNA	complement(94744..95439)	123.7677868	696	123.7677868	628	628
Francci3_0077	NC_007777 with rRNA	complement(95499..96299)	121.0721121	801	121.0721121	707	707
Francci3_0078	NC_007777 with rRNA	96417..97085	26.03963091	669	26.03963091	127	127
Francci3_0079	NC_007777 with rRNA	complement(97224..98060)	49.16465746	837	49.16465746	300	300
Francci3_0080	NC_007777 with rRNA	complement(98144..98539)	19.39769213	396	19.39769213	56	56
Francci3_0081	NC_007777 with rRNA	98966..100075	425.1015464	1110	425.1015464	3440	3440
Francci3_0082	NC_007777 with rRNA	100068..101192	547.0925087	1125	547.0925087	4487	4487
Francci3_0083	NC_007777 with rRNA	complement(101296..102663)	1506.256317	1368	1506.256317	15022	15022
Francci3_0084	NC_007777 with rRNA	complement(102901..103620)	23.05207877	720	23.05207877	121	121
Francci3_0085	NC_007777 with rRNA	complement(103611..105374)	18.42922135	1764	18.42922135	237	237
Francci3_0086	NC_007777 with rRNA	105749..106180	58.42400129	432	58.42400129	184	184
Francci3_0087	NC_007777 with rRNA	complement(106217..107347)	41.96340445	1131	41.96340445	346	346
Francci3_0088	NC_007777 with rRNA	107420..108103	8.422682108	684	8.422682108	42	42
Francci3_0089	NC_007777 with rRNA	complement(108070..108585)	12.22827934	516	12.22827934	46	46
Francci3_0090	NC_007777 with rRNA	109230..110144	22.48678596	915	22.48678596	150	150
Francci3_0091	NC_007777 with rRNA	110202..110540	216.4767728	339	216.4767728	535	535
Francci3_0092	NC_007777 with rRNA	complement(110569..114177)	58.26563633	3609	58.26563633	1533	1533
Francci3_0093	NC_007777 with rRNA	114314..115126	31.5506479	813	31.5506479	187	187
Francci3_0094	NC_007777 with rRNA	115384..117018	195.6446652	1635	195.6446652	2332	2332
Francci3_0095	NC_007777 with rRNA	117015..118124	271.743692	1110	271.743692	2199	2199
Francci3_0096	NC_007777 with rRNA	complement(118388..118594)	2962.063733	207	2962.063733	4470	4470
Francci3_0097	NC_007777 with rRNA	complement(118976..120046)	66.47144319	1071	66.47144319	519	519
Francci3_0098	NC_007777 with rRNA	120308..121138	81.5423355	831	81.5423355	494	494
Francci3_0099	NC_007777 with rRNA	121291..121497	718.9796756	207	718.9796756	1085	1085
Francci3_0100	NC_007777 with rRNA	122042..122794	107.6588473	753	107.6588473	591	591
Francci3_0101	NC_007777 with rRNA	complement(123143..124507)	166.4121004	1365	166.4121004	1656	1656
Francci3_0102	NC_007777 with rRNA	124773..125201	68.42482607	429	68.42482607	214	214
Francci3_0103	NC_007777 with rRNA	125242..125610	102.9699789	369	102.9699789	277	277
Francci3_0104	NC_007777 with rRNA	complement(125720..126445)	12.6588835	726	12.6588835	67	67
Francci3_0105	NC_007777 with rRNA	126483..127232	36.57850515	750	36.57850515	200	200
Francci3_0106	NC_007777 with rRNA	127446..128207	14.58099861	762	14.58099861	81	81
Francci3_0107	NC_007777 with rRNA	complement(128268..129806)	35.11679101	1539	35.11679101	394	394
Francci3_0108	NC_007777 with rRNA	complement(130057..131040)	89.91286518	984	89.91286518	645	645
Francci3_0109	NC_007777 with rRNA	complement(131792..132205)	4.638578552	414	4.638578552	14	14
Francci3_0110	NC_007777 with rRNA	132382..134361	22.58445583	1980	22.58445583	326	326
Francci3_0111	NC_007777 with rRNA	complement(134396..135169)	16.83603677	774	16.83603677	95	95
metH	NC_007777 with rRNA	complement(135222..139001)	69.49190215	3780	69.49190215	1915	1915
Francci3_0113	NC_007777 with rRNA	complement(139211..139435)	127.4151263	225	127.4151263	209	209
Francci3_0114	NC_007777 with rRNA	complement(140305..141600)	22.86156572	1296	22.86156572	216	216
Francci3_0115	NC_007777 with rRNA	141625..142620	1.928083856	996	1.928083856	14	14
Francci3_0116	NC_007777 with rRNA	142982..143365	16.0745384	384	16.0745384	45	45
Francci3_0117	NC_007777 with rRNA	complement(143542..144165)	71.88203837	624	71.88203837	26	327
Francci3_0118	NC_007777 with rRNA	complement(144129..144650)	23.91267219	522	23.91267219	1	91
Francci3_0119	NC_007777 with rRNA	144898..148125	159.6485175	3228	159.6485175	3757	3757
Francci3_0120	NC_007777 with rRNA	148289..149023	100.2176391	735	100.2176391	29	537
Francci3_0121	NC_007777 with rRNA	149099..150523	2.59899905	1425	2.59899905	1	27
Francci3_0122	NC_007777 with rRNA	complement(151406..152596)	3.915834935	1191	3.915834935	0	34
Francci3_0123	NC_007777 with rRNA	complement(153065..154531)	69.56648219	1467	69.56648219	744	744
Francci3_0124	NC_007777 with rRNA	complement(154538..155449)	128.7467122	912	128.7467122	856	856
Francci3_0125	NC_007777 with rRNA	complement(155446..155955)	222.6985461	510	222.6985461	828	828
Francci3_0126	NC_007777 with rRNA	complement(155958..156923)	377.5708277	966	377.5708277	2659	2659
Francci3_0127	NC_007777 with rRNA	157063..157398	31.84289511	336	31.84289511	78	78
Francci3_0128	NC_007777 with rRNA	157382..157909	85.99066197	528	85.99066197	331	331
Francci3_0129	NC_007777 with rRNA	complement(158019..158840)	11.34734649	822	11.34734649	68	68
Francci3_0130	NC_007777 with rRNA	complement(160042..161406)	26.32848448	1365	26.32848448	260	262
Francci3_0131	NC_007777 with rRNA	complement(161702..162172)	52.13019445	471	52.13019445	179	179
Francci3_0132	NC_007777 with rRNA	complement(162176..162718)	24.75617061	543	24.75617061	98	98
Francci3_0133	NC_007777 with rRNA	162818..163372	6.67310567	555	6.67310567	27	27
Francci3_0134	NC_007777 with rRNA	163323..163628	7.620521907	306	7.620521907	17	17
Francci3_0135	NC_007777 with rRNA	complement(164190..164720)	0	531	0	0	0
Francci3_0136	NC_007777 with rRNA	165430..165717	0.476282619	288	0.476282619	1	1
Francci3_0137	NC_007777 with rRNA	165717..165908	1.428847858	192	1.428847858	2	2
Francci3_0138	NC_007777 with rRNA	166020..167696	5.889204765	1677	5.889204765	72	72
Francci3_0139	NC_007777 with rRNA	complement(167882..168481)	162.7743479	600	162.7743479	712	712
Francci3_0140	NC_007777 with rRNA	complement(168614..169255)	15.16982398	642	15.16982398	71	71
Francci3_0141	NC_007777 with rRNA	complement(169565..170038)	21.70401809	474	21.70401809	75	75
Francci3_0142	NC_007777 with rRNA	complement(170022..170291)	33.53029639	270	33.53029639	66	66
Francci3_0143	NC_007777 with rRNA	complement(170920..171693)	7.797743347	774	7.797743347	1	44
Francci3_0144	NC_007777 with rRNA	171894..173606	17.456467	1713	17.456467	218	218
Francci3_0145	NC_007777 with rRNA	174006..174713	40.29835314	708	40.29835314	208	208
Francci3_0146	NC_007777 with rRNA	complement(174885..175619)	62.14613376	735	62.14613376	333	333
Francci3_0147	NC_007777 with rRNA	complement(175762..176376)	23.64220455	615	23.64220455	106	106
Francci3_0148	NC_007777 with rRNA	complement(176373..176858)	7.338280355	486	7.338280355	26	26
Francci3_0149	NC_007777 with rRNA	177055..177582	1.818533637	528	1.818533637	7	7
Francci3_0150	NC_007777 with rRNA	177775..179004	3.234075151	1230	3.234075151	29	29
Francci3_0151	NC_007777 with rRNA	179235..179987	15.48392897	753	15.48392897	72	85
Francci3_0152	NC_007777 with rRNA	180630..180932	43.91231436	303	43.91231436	97	97
Francci3_0153	NC_007777 with rRNA	180922..181269	46.51146129	348	46.51146129	118	118
Francci3_0155	NC_007777 with rRNA	182215..183180	7.667854341	966	7.667854341	54	54
Francci3_0156	NC_007777 with rRNA	complement(183259..184350)	5.275745936	1092	5.275745936	42	42
Francci3_0158	NC_007777 with rRNA	complement(185247..188675)	39.00267118	3429	39.00267118	975	975
Francci3_0159	NC_007777 with rRNA	complement(188891..189832)	8.591289029	942	8.591289029	59	59
Francci3_0160	NC_007777 with rRNA	complement(189838..190254)	11.51301871	417	11.51301871	35	35
Francci3_0161	NC_007777 with rRNA	complement(190521..191390)	42.56981203	870	42.56981203	270	270
Francci3_0162	NC_007777 with rRNA	complement(191494..191853)	39.62671392	360	39.62671392	104	104
Francci3_0163	NC_007777 with rRNA	complement(192225..193595)	121.7615995	1371	121.7615995	1217	1217
Francci3_0164	NC_007777 with rRNA	193779..194693	136.5697467	915	136.5697467	911	911
Francci3_0165	NC_007777 with rRNA	complement(194831..195514)	54.3463536	684	54.3463536	271	271
Francci3_0166	NC_007777 with rRNA	196154..197257	11.05803994	1104	11.05803994	89	89
Francci3_0167	NC_007777 with rRNA	complement(197358..198236)	4.837600938	879	4.837600938	31	31
Francci3_0168	NC_007777 with rRNA	198470..199165	4.729979115	696	4.729979115	24	24
Francci3_0169	NC_007777 with rRNA	complement(199276..200727)	4.534525432	1452	4.534525432	48	48
Francci3_0170	NC_007777 with rRNA	complement(200990..201946)	12.61327764	957	12.61327764	88	88
Francci3_0171	NC_007777 with rRNA	complement(201952..203220)	17.94335655	1269	17.94335655	166	166
Francci3_0172	NC_007777 with rRNA	203554..203949	27.01821403	396	27.01821403	78	78
Francci3_0173	NC_007777 with rRNA	complement(204004..204486)	45.15514223	483	45.15514223	159	159
Francci3_0174	NC_007777 with rRNA	complement(204685..205857)	34.49699175	1173	34.49699175	295	295
Francci3_0175	NC_007777 with rRNA	complement(206008..207507)	54.04474136	1500	54.04474136	591	591
Francci3_0176	NC_007777 with rRNA	208053..208643	273.6424973	591	273.6424973	1179	1179
Francci3_0177	NC_007777 with rRNA	208675..208983	266.7922524	309	266.7922524	601	601
Francci3_0178	NC_007777 with rRNA	complement(209118..210755)	112.8004726	1638	112.8004726	1347	1347
Francci3_0179	NC_007777 with rRNA	complement(211430..212041)	41.91287049	612	41.91287049	187	187
Francci3_0180	NC_007777 with rRNA	complement(212133..212333)	17.06086994	201	17.06086994	25	25
Francci3_0181	NC_007777 with rRNA	212677..214077	106.0345853	1401	106.0345853	1083	1083
Francci3_0182	NC_007777 with rRNA	214335..215183	269.8149453	849	269.8149453	1670	1670
Francci3_0183	NC_007777 with rRNA	complement(215087..215782)	49.07353331	696	49.07353331	249	249
Francci3_0184	NC_007777 with rRNA	complement(215799..216353)	44.98167526	555	44.98167526	182	182
Francci3_0186	NC_007777 with rRNA	217848..219344	1.007924741	1497	1.007924741	11	11
Francci3_0187	NC_007777 with rRNA	219341..220285	3.919125552	945	3.919125552	27	27
Francci3_0188	NC_007777 with rRNA	220282..221313	133.8464923	1032	133.8464923	1007	1007
Francci3_0189	NC_007777 with rRNA	221592..222524	25.14037131	933	25.14037131	171	171
Francci3_0190	NC_007777 with rRNA	222852..223949	616.3877883	1098	616.3877883	4934	4934
Francci3_0191	NC_007777 with rRNA	complement(224184..224423)	139.4555509	240	139.4555509	244	244
Francci3_0192	NC_007777 with rRNA	225565..227316	93.24700265	1752	93.24700265	1191	1191
Francci3_0193	NC_007777 with rRNA	227306..228556	73.35437634	1251	73.35437634	669	669
Francci3_0194	NC_007777 with rRNA	228556..231681	57.48301554	3126	57.48301554	1310	1310
Francci3_0196	NC_007777 with rRNA	complement(232703..234961)	24.22779475	2259	24.22779475	399	399
Francci3_0197	NC_007777 with rRNA	complement(234954..236012)	6.346836942	1059	6.346836942	49	49
Francci3_0198	NC_007777 with rRNA	complement(236038..237273)	23.08352267	1236	23.08352267	208	208
Francci3_0199	NC_007777 with rRNA	complement(237273..238148)	22.23522145	876	22.23522145	142	142
Francci3_0200	NC_007777 with rRNA	complement(238141..239610)	37.13838023	1470	37.13838023	398	398
Francci3_0201	NC_007777 with rRNA	239756..240475	13.71693943	720	13.71693943	72	72
Francci3_0202	NC_007777 with rRNA	complement(240562..240834)	126.6179025	273	126.6179025	252	252
Francci3_0203	NC_007777 with rRNA	240985..241698	40.7281675	714	40.7281675	212	212
Francci3_0204	NC_007777 with rRNA	complement(242000..242437)	63.2607709	438	63.2607709	202	202
Francci3_0205	NC_007777 with rRNA	complement(242849..244087)	52.1442976	1239	52.1442976	471	471
Francci3_0207	NC_007777 with rRNA	complement(245245..246375)	20.13273162	1131	20.13273162	166	166
Francci3_0208	NC_007777 with rRNA	complement(246568..247401)	52.46647097	834	52.46647097	319	319
Francci3_0209	NC_007777 with rRNA	247515..248108	105.7636071	594	105.7636071	458	458
Francci3_0210	NC_007777 with rRNA	complement(248256..248930)	37.79778866	675	37.79778866	186	186
Francci3_0211	NC_007777 with rRNA	249173..250768	34.55018579	1596	34.55018579	402	402
Francci3_0212	NC_007777 with rRNA	250881..251129	8.263216526	249	8.263216526	15	15
Francci3_0213	NC_007777 with rRNA	251167..251547	28.08192325	381	28.08192325	78	78
Francci3_0214	NC_007777 with rRNA	251544..251849	29.58555564	306	29.58555564	66	66
Francci3_0215	NC_007777 with rRNA	251852..252877	10.69546934	1026	10.69546934	80	80
Francci3_0216	NC_007777 with rRNA	252938..253426	34.22222108	489	34.22222108	122	122
Francci3_0217	NC_007777 with rRNA	complement(253701..256295)	112.0613164	2595	112.0613164	2120	2120
Francci3_0218	NC_007777 with rRNA	256823..257818	38.56167712	996	38.56167712	280	280
Francci3_0219	NC_007777 with rRNA	complement(257962..258408)	190.2573255	447	190.2573255	620	620
Francci3_0220	NC_007777 with rRNA	complement(258715..259407)	166.0679969	693	166.0679969	839	839
Francci3_0221	NC_007777 with rRNA	complement(259383..259991)	212.398586	609	212.398586	943	943
Francci3_0222	NC_007777 with rRNA	complement(260173..261099)	122.8161783	927	122.8161783	830	830
Francci3_0223	NC_007777 with rRNA	262847..263977	115.5812845	1131	115.5812845	953	953
Francci3_0224	NC_007777 with rRNA	263974..264957	132.4298014	984	132.4298014	950	950
Francci3_0225	NC_007777 with rRNA	264960..266267	128.9895681	1308	128.9895681	1230	1230
Francci3_0226	NC_007777 with rRNA	266320..267414	144.0591813	1095	144.0591813	1150	1150
Francci3_0227	NC_007777 with rRNA	complement(267687..267965)	812.2001413	279	812.2001413	1652	1652
Francci3_0228	NC_007777 with rRNA	complement(268837..269079)	184.5859751	243	184.5859751	327	327
Francci3_0229	NC_007777 with rRNA	complement(269076..269981)	47.23714242	906	47.23714242	312	312
Francci3_0230	NC_007777 with rRNA	270516..270794	13.27445752	279	13.27445752	27	27
Francci3_0231	NC_007777 with rRNA	270934..272280	97.75992469	1347	97.75992469	960	960
Francci3_0232	NC_007777 with rRNA	272340..272858	66.60248048	519	66.60248048	252	252
Francci3_0233	NC_007777 with rRNA	272851..273732	39.03573467	882	39.03573467	251	251
Francci3_0234	NC_007777 with rRNA	273729..274457	45.34680937	729	45.34680937	241	241
Francci3_0235	NC_007777 with rRNA	274454..275956	15.9711537	1503	15.9711537	175	175
Francci3_0236	NC_007777 with rRNA	276160..277170	30.39163633	1011	30.39163633	224	224
Francci3_0237	NC_007777 with rRNA	complement(277305..278336)	75.36341723	1032	75.36341723	567	567
Francci3_0238	NC_007777 with rRNA	complement(278338..278742)	82.97901632	405	82.97901632	245	245
Francci3_0239	NC_007777 with rRNA	278917..279081	29.09653819	165	29.09653819	35	35
Francci3_0240	NC_007777 with rRNA	complement(279183..280028)	80.90724323	846	80.90724323	499	499
Francci3_0241	NC_007777 with rRNA	280096..280632	17.8805542	537	17.8805542	70	70
Francci3_0243	NC_007777 with rRNA	281268..283220	507.4495003	1953	507.4495003	7225	7225
Francci3_0244	NC_007777 with rRNA	complement(283431..284636)	28.54852237	1206	28.54852237	251	251
Francci3_0245	NC_007777 with rRNA	complement(284585..284992)	152.2983716	408	152.2983716	453	453
Francci3_0246	NC_007777 with rRNA	285155..285424	195.5933956	270	195.5933956	385	385
Francci3_0247	NC_007777 with rRNA	285556..286281	84.64447474	726	84.64447474	448	448
Francci3_0248	NC_007777 with rRNA	complement(286491..287126)	12.29348345	636	12.29348345	57	57
Francci3_0249	NC_007777 with rRNA	complement(287447..288355)	3.319831326	909	3.319831326	22	22
Francci3_0250	NC_007777 with rRNA	complement(288328..289170)	6.996778121	843	6.996778121	43	43
Francci3_0251	NC_007777 with rRNA	complement(289213..290253)	149.6872545	1041	149.6872545	1136	1136
Francci3_0252	NC_007777 with rRNA	complement(290443..291369)	24.85917826	927	24.85917826	168	168
Francci3_0253	NC_007777 with rRNA	complement(291680..293080)	1.958164087	1401	1.958164087	20	20
Francci3_0254	NC_007777 with rRNA	complement(293551..294774)	77.77415005	1224	77.77415005	694	694
Francci3_0255	NC_007777 with rRNA	complement(294788..295345)	171.5846546	558	171.5846546	698	698
Francci3_0256	NC_007777 with rRNA	295942..297609	182.6458182	1668	182.6458182	2221	2221
Francci3_0257	NC_007777 with rRNA	297609..298601	82.60553656	993	82.60553656	598	598
Francci3_0258	NC_007777 with rRNA	298708..299526	53.92984734	819	53.92984734	322	322
Francci3_0259	NC_007777 with rRNA	299713..301281	173.8003543	1569	173.8003543	1988	1988
Francci3_0260	NC_007777 with rRNA	301688..301891	7801.845502	204	7801.845502	11603	11603
Francci3_0261	NC_007777 with rRNA	complement(302101..303180)	446.5625837	1080	446.5625837	3516	3516
Francci3_0262	NC_007777 with rRNA	complement(303308..304576)	335.4110564	1269	335.4110564	3103	3103
Francci3_0263	NC_007777 with rRNA	304876..305460	886.3253172	585	886.3253172	3780	3780
Francci3_0264	NC_007777 with rRNA	305474..306472	184.8148196	999	184.8148196	1346	1346
Francci3_0265	NC_007777 with rRNA	complement(306618..307070)	112.9452187	453	112.9452187	373	373
Francci3_0266	NC_007777 with rRNA	307181..307453	6.029423926	273	6.029423926	12	12
Francci3_0267	NC_007777 with rRNA	307671..308285	81.85555726	615	81.85555726	367	367
recR	NC_007777 with rRNA	complement(308393..308992)	232.730739	600	232.730739	1018	1018
Francci3_0269	NC_007777 with rRNA	complement(309008..309484)	183.7552264	477	183.7552264	639	639
Francci3_0270	NC_007777 with rRNA	complement(309543..311981)	66.58817666	2439	66.58817666	1184	1184
Francci3_0272	NC_007777 with rRNA	complement(313871..314527)	9.603945417	657	9.603945417	46	46
Francci3_0273	NC_007777 with rRNA	314734..315207	6.945285789	474	6.945285789	24	24
Francci3_0274	NC_007777 with rRNA	315627..316211	4.455074346	585	4.455074346	19	19
Francci3_0275	NC_007777 with rRNA	316297..317343	20.17582304	1047	20.17582304	154	154
Francci3_0276	NC_007777 with rRNA	complement(317381..320365)	19.89760393	2985	19.89760393	433	433
Francci3_0277	NC_007777 with rRNA	complement(320800..322440)	4.764567627	1641	4.764567627	0	57
Francci3_0278	NC_007777 with rRNA	322805..323263	75.00984308	459	75.00984308	251	251
Francci3_0279	NC_007777 with rRNA	323798..325183	191.5027258	1386	191.5027258	1935	1935
Francci3_0280	NC_007777 with rRNA	complement(325516..326046)	34.35692928	531	34.35692928	133	133
Francci3_0281	NC_007777 with rRNA	complement(326089..326580)	156.9641646	492	156.9641646	563	563
Francci3_0282	NC_007777 with rRNA	327001..328251	196.269557	1251	196.269557	1790	1790
Francci3_0283	NC_007777 with rRNA	328333..329076	97.34602178	744	97.34602178	528	528
Francci3_0284	NC_007777 with rRNA	329213..329860	50.38011705	648	50.38011705	238	238
Francci3_0285	NC_007777 with rRNA	complement(330380..331486)	327.8683084	1107	327.8683084	2646	2646
Francci3_0286	NC_007777 with rRNA	complement(332010..332396)	126.8905508	387	126.8905508	358	358
Francci3_0287	NC_007777 with rRNA	complement(332611..333921)	88.41200473	1311	88.41200473	845	845
Francci3_0288	NC_007777 with rRNA	334095..334808	111.8103466	714	111.8103466	582	582
Francci3_0289	NC_007777 with rRNA	334995..335774	102.173613	780	102.173613	581	581
Francci3_0290	NC_007777 with rRNA	336011..337183	43.85210816	1173	43.85210816	375	375
Francci3_0291	NC_007777 with rRNA	337183..338814	42.86543573	1632	42.86543573	510	510
Francci3_0292	NC_007777 with rRNA	338842..339504	87.92909893	663	87.92909893	425	425
Francci3_0293	NC_007777 with rRNA	complement(339572..340903)	221.2010954	1332	221.2010954	2148	2148
Francci3_0294	NC_007777 with rRNA	341387..341953	203.9396815	567	203.9396815	843	843
Francci3_0295	NC_007777 with rRNA	complement(342024..343178)	107.4790492	1155	107.4790492	905	905
Francci3_0296	NC_007777 with rRNA	complement(343548..344795)	22.86156572	1248	22.86156572	77	208
Francci3_0297	NC_007777 with rRNA	complement(345106..346530)	1.347629137	1425	1.347629137	0	14
Francci3_0298	NC_007777 with rRNA	346650..347126	11.79024144	477	11.79024144	41	41
Francci3_0299	NC_007777 with rRNA	complement(347324..348337)	1.082204294	1014	1.082204294	8	8
Francci3_0300	NC_007777 with rRNA	complement(348360..349589)	1.672797492	1230	1.672797492	0	15
Francci3_0301	NC_007777 with rRNA	complement(349944..350447)	13.60807483	504	13.60807483	50	50
Francci3_0302	NC_007777 with rRNA	complement(350444..350689)	11.70958244	246	11.70958244	21	21
Francci3_0303	NC_007777 with rRNA	complement(350786..351430)	14.46126948	645	14.46126948	68	68
Francci3_0304	NC_007777 with rRNA	complement(351427..351810)	14.64569054	384	14.64569054	41	41
Francci3_0305	NC_007777 with rRNA	complement(351807..352739)	92.03434174	933	92.03434174	626	626
Francci3_0306	NC_007777 with rRNA	352958..353596	65.04276445	639	65.04276445	303	303
